unit,"Date Time, GMT-07:00","wl3 Abs Pres, kPa (LGR S/N: 20389410, SEN S/N: 20389410)","wl3 Temp, ÎçC (LGR S/N: 20389410, SEN S/N: 20389410)","wl2 Abs Pres, kPa (LGR S/N: 20389423, SEN S/N: 20389423)","wl2 Temp, å¡C (LGR S/N: 20389423, SEN S/N: 20389423)","wl1 Abs Pres, kPa (LGR S/N: 20389415, SEN S/N: 20389415)","wl2 Temp, ŒÁC (LGR S/N: 20389415, SEN S/N: 20389415)"
wl3,9/23/18 4:45,96.819,22.429,96.866,31.166,96.865,30.76
wl3,9/23/18 4:50,96.819,22.429,96.88,31.064,96.878,30.659
wl3,9/23/18 4:55,96.837,22.429,96.88,31.064,96.878,30.659
wl3,9/23/18 5:00,96.837,22.429,96.897,31.064,96.878,30.659
wl3,9/23/18 5:05,96.837,22.429,96.88,31.064,96.878,30.659
wl3,9/23/18 5:10,96.837,22.429,96.88,31.064,96.878,30.659
wl3,9/23/18 5:15,96.854,22.429,96.894,30.963,96.878,30.659
wl3,9/23/18 5:20,96.837,22.429,96.894,30.963,96.891,30.558
wl3,9/23/18 5:25,96.837,22.429,96.874,30.862,96.888,30.457
wl3,9/23/18 5:30,96.834,22.333,96.871,30.76,96.885,30.356
wl3,9/23/18 5:35,96.852,22.333,96.902,30.659,96.898,30.255
wl3,9/23/18 5:40,96.869,22.333,96.902,30.659,96.898,30.255
wl3,9/23/18 5:45,96.869,22.333,96.882,30.558,96.895,30.154
wl3,9/23/18 5:50,96.852,22.333,96.899,30.558,96.911,30.154
wl3,9/23/18 5:55,96.869,22.333,96.899,30.558,96.908,30.054
wl3,9/23/18 6:00,96.869,22.333,96.916,30.558,96.908,30.054
wl3,9/23/18 6:05,96.869,22.333,96.913,30.457,96.924,30.054
wl3,9/23/18 6:10,96.869,22.333,96.933,30.558,96.924,30.054
wl3,9/23/18 6:15,96.867,22.238,96.936,30.659,96.911,30.154
wl3,9/23/18 6:20,96.867,22.238,96.925,30.862,96.917,30.356
wl3,9/23/18 6:25,96.867,22.238,96.931,31.064,96.92,30.457
wl3,9/23/18 6:30,96.884,22.238,96.95,31.166,96.923,30.558
wl3,9/23/18 6:35,96.867,22.238,96.939,31.37,96.929,30.76
wl3,9/23/18 6:40,96.902,22.238,96.945,31.574,96.934,30.963
wl3,9/23/18 6:45,96.902,22.238,96.948,31.676,96.934,30.963
wl3,9/23/18 6:50,96.902,22.238,96.945,31.574,96.947,30.862
wl3,9/23/18 6:55,96.902,22.238,96.956,31.37,96.96,30.76
wl3,9/23/18 7:00,96.92,22.238,96.967,31.166,96.955,30.558
wl3,9/23/18 7:05,96.902,22.238,96.961,30.963,96.949,30.356
wl3,9/23/18 7:10,96.902,22.238,96.972,30.76,96.962,30.255
wl3,9/23/18 7:15,96.92,22.238,96.952,30.659,96.956,30.054
wl3,9/23/18 7:20,96.92,22.238,96.98,30.457,96.969,29.953
wl3,9/23/18 7:25,96.92,22.238,96.977,30.356,96.963,29.752
wl3,9/23/18 7:30,96.938,22.238,96.991,30.255,96.979,29.752
wl3,9/23/18 7:35,96.94,22.333,96.991,30.255,96.992,29.652
wl3,9/23/18 7:40,96.958,22.333,97.005,30.154,96.99,29.552
wl3,9/23/18 7:45,96.958,22.333,97.005,30.154,97.005,29.552
wl3,9/23/18 7:50,96.943,22.429,96.988,30.154,97.003,29.452
wl3,9/23/18 7:55,96.943,22.429,97.005,30.154,96.987,29.452
wl3,9/23/18 8:00,96.946,22.525,97.005,30.154,96.99,29.552
wl3,9/23/18 8:05,96.946,22.525,97.005,30.154,96.99,29.552
wl3,9/23/18 8:10,96.948,22.621,97.008,30.255,96.99,29.552
wl3,9/23/18 8:15,96.948,22.621,96.991,30.255,97.008,29.652
wl3,9/23/18 8:20,96.951,22.717,97.008,30.255,97.008,29.652
wl3,9/23/18 8:25,96.969,22.717,97.011,30.356,96.995,29.752
wl3,9/23/18 8:30,96.971,22.812,97.028,30.356,97.011,29.752
wl3,9/23/18 8:35,96.971,22.812,97.028,30.356,97.014,29.853
wl3,9/23/18 8:40,96.971,22.812,97.031,30.457,97.03,29.853
wl3,9/23/18 8:45,96.956,22.908,97.031,30.457,97.014,29.853
wl3,9/23/18 8:50,96.974,22.908,97.031,30.457,97.017,29.953
wl3,9/23/18 8:55,96.977,23.004,97.047,30.457,97.033,29.953
wl3,9/23/18 9:00,96.995,23.004,97.034,30.558,97.036,30.054
wl3,9/23/18 9:05,96.98,23.1,97.034,30.558,97.023,30.154
wl3,9/23/18 9:10,96.98,23.1,97.039,30.76,97.025,30.255
wl3,9/23/18 9:15,96.982,23.196,97.026,30.862,97.031,30.457
wl3,9/23/18 9:20,96.982,23.196,97.012,30.963,97.034,30.558
wl3,9/23/18 9:25,96.985,23.292,97.018,31.166,97.04,30.76
wl3,9/23/18 9:30,96.985,23.292,97.021,31.268,97.027,30.862
wl3,9/23/18 9:35,96.988,23.388,97.023,31.37,97.014,30.963
wl3,9/23/18 9:40,96.988,23.388,97.026,31.472,97.033,31.064
wl3,9/23/18 9:45,96.97,23.388,97.029,31.574,97.036,31.166
wl3,9/23/18 9:50,96.988,23.388,97.032,31.676,97.023,31.268
wl3,9/23/18 9:55,96.973,23.484,97.018,31.778,97.025,31.37
wl3,9/23/18 10:00,96.973,23.484,97.018,31.778,97.012,31.472
wl3,9/23/18 10:05,96.955,23.484,97.021,31.88,97.031,31.574
wl3,9/23/18 10:10,96.937,23.484,97.007,31.983,97.002,31.676
wl3,9/23/18 10:15,96.937,23.484,96.994,32.086,96.989,31.778
wl3,9/23/18 10:20,96.955,23.484,96.977,32.086,96.989,31.778
wl3,9/23/18 10:25,96.937,23.484,96.997,32.188,96.977,31.88
wl3,9/23/18 10:30,96.92,23.484,96.98,32.188,96.979,31.983
wl3,9/23/18 10:35,96.902,23.484,96.966,32.291,96.979,31.983
wl3,9/23/18 10:40,96.902,23.484,96.969,32.394,96.967,32.086
wl3,9/23/18 10:45,96.92,23.484,96.955,32.497,96.954,32.188
wl3,9/23/18 10:50,96.902,23.484,96.958,32.6,96.957,32.291
wl3,9/23/18 10:55,96.902,23.484,96.944,32.704,96.944,32.394
wl3,9/23/18 11:00,96.884,23.484,96.947,32.807,96.962,32.497
wl3,9/23/18 11:05,96.884,23.484,96.933,32.911,96.934,32.6
wl3,9/23/18 11:10,96.884,23.484,96.919,33.014,96.937,32.704
wl3,9/23/18 11:15,96.884,23.484,96.939,33.118,96.94,32.807
wl3,9/23/18 11:20,96.866,23.484,96.925,33.222,96.943,32.911
wl3,9/23/18 11:25,96.866,23.484,96.928,33.326,96.914,33.014
wl3,9/23/18 11:30,96.864,23.388,96.9,33.535,96.901,33.118
wl3,9/23/18 11:35,96.846,23.388,96.903,33.639,96.888,33.222
wl3,9/23/18 11:40,96.846,23.388,96.889,33.743,96.891,33.326
wl3,9/23/18 11:45,96.828,23.388,96.875,33.848,96.881,33.535
wl3,9/23/18 11:50,96.828,23.388,96.881,34.058,96.884,33.639
wl3,9/23/18 11:55,96.828,23.388,96.867,34.163,96.874,33.848
wl3,9/23/18 12:00,96.828,23.388,96.856,34.374,96.877,33.953
wl3,9/23/18 12:05,96.811,23.388,96.859,34.479,96.864,34.058
wl3,9/23/18 12:10,96.79,23.292,96.845,34.585,96.836,34.163
wl3,9/23/18 12:15,96.79,23.292,96.831,34.691,96.839,34.268
wl3,9/23/18 12:20,96.79,23.292,96.834,34.796,96.845,34.479
wl3,9/23/18 12:25,96.772,23.292,96.84,35.009,96.835,34.691
wl3,9/23/18 12:30,96.755,23.292,96.826,35.115,96.822,34.796
wl3,9/23/18 12:35,96.755,23.292,96.815,35.328,96.813,35.009
wl3,9/23/18 12:40,96.755,23.292,96.818,35.435,96.787,35.222
wl3,9/23/18 12:45,96.755,23.292,96.793,35.756,96.796,35.542
wl3,9/23/18 12:50,96.719,23.292,96.785,36.079,96.79,35.864
wl3,9/23/18 12:55,96.719,23.292,96.794,36.403,96.786,36.295
wl3,9/23/18 13:00,96.702,23.292,96.772,36.837,96.783,36.728
wl3,9/23/18 13:05,96.702,23.292,96.784,37.274,96.78,37.165
wl3,9/23/18 13:10,96.702,23.292,96.762,37.714,96.793,37.604
wl3,9/23/18 13:15,96.684,23.292,96.774,38.157,96.778,38.157
wl3,9/23/18 13:20,96.666,23.292,96.735,38.602,96.778,38.714
wl3,9/23/18 13:25,96.649,23.292,96.75,39.163,96.763,39.276
wl3,9/23/18 13:30,96.649,23.292,96.728,39.615,96.748,39.843
wl3,9/23/18 13:35,96.646,23.196,96.709,40.185,96.749,40.415
wl3,9/23/18 13:40,96.628,23.196,96.69,40.761,96.751,40.992
wl3,9/23/18 13:45,96.628,23.196,96.679,40.992,96.713,41.341
wl3,9/23/18 13:50,96.61,23.196,96.662,40.992,96.729,41.341
wl3,9/23/18 13:55,96.593,23.196,96.628,40.992,96.687,40.992
wl3,9/23/18 14:00,96.61,23.196,96.626,40.876,96.673,40.53
wl3,9/23/18 14:05,96.593,23.196,96.612,40.992,96.659,40.071
wl3,9/23/18 14:10,96.593,23.196,96.609,40.876,96.662,39.615
wl3,9/23/18 14:15,96.575,23.196,96.583,40.53,96.655,39.389
wl3,9/23/18 14:20,96.578,23.292,96.588,40.071,96.616,39.163
wl3,9/23/18 14:25,96.56,23.292,96.593,39.615,96.622,38.826
wl3,9/23/18 14:30,96.542,23.292,96.584,39.276,96.616,38.602
wl3,9/23/18 14:35,96.525,23.292,96.578,39.05,96.616,38.602
wl3,9/23/18 14:40,96.525,23.292,96.57,38.714,96.6,38.602
wl3,9/23/18 14:45,96.525,23.292,96.564,38.49,96.581,38.49
wl3,9/23/18 14:50,96.507,23.292,96.544,38.379,96.577,38.379
wl3,9/23/18 14:55,96.489,23.292,96.53,38.49,96.565,38.49
wl3,9/23/18 15:00,96.489,23.292,96.528,39.05,96.529,38.379
wl3,9/23/18 15:05,96.489,23.292,96.515,39.843,96.539,38.157
wl3,9/23/18 15:10,96.471,23.292,96.496,40.415,96.536,38.046
wl3,9/23/18 15:15,96.474,23.388,96.491,40.876,96.542,38.268
wl3,9/23/18 15:20,96.456,23.388,96.489,41.458,96.539,38.714
wl3,9/23/18 15:25,96.456,23.388,96.461,41.692,96.521,39.163
wl3,9/23/18 15:30,96.456,23.388,96.45,41.928,96.502,39.615
wl3,9/23/18 15:35,96.439,23.388,96.439,42.164,96.481,39.957
wl3,9/23/18 15:40,96.439,23.388,96.428,42.401,96.491,40.3
wl3,9/23/18 15:45,96.421,23.388,96.411,42.401,96.501,40.645
wl3,9/23/18 15:50,96.421,23.388,96.408,42.282,96.476,40.876
wl3,9/23/18 15:55,96.439,23.388,96.419,42.046,96.46,40.876
wl3,9/23/18 16:00,96.403,23.388,96.413,41.81,96.46,40.876
wl3,9/23/18 16:05,96.439,23.388,96.424,41.575,96.46,40.876
wl3,9/23/18 16:10,96.403,23.388,96.398,41.225,96.473,40.761
wl3,9/23/18 16:15,96.421,23.388,96.409,40.992,96.469,40.645
wl3,9/23/18 16:20,96.403,23.388,96.401,40.645,96.463,40.415
wl3,9/23/18 16:25,96.421,23.388,96.412,40.415,96.475,40.3
wl3,9/23/18 16:30,96.403,23.388,96.409,40.3,96.472,40.185
wl3,9/23/18 16:35,96.403,23.388,96.42,40.071,96.465,39.957
wl3,9/23/18 16:40,96.386,23.388,96.4,39.957,96.461,39.843
wl3,9/23/18 16:45,96.421,23.388,96.414,39.843,96.458,39.729
wl3,9/23/18 16:50,96.406,23.484,96.411,39.729,96.455,39.615
wl3,9/23/18 16:55,96.388,23.484,96.408,39.615,96.451,39.502
wl3,9/23/18 17:00,96.406,23.484,96.402,39.389,96.432,39.389
wl3,9/23/18 17:05,96.388,23.484,96.382,39.276,96.429,39.276
wl3,9/23/18 17:10,96.388,23.484,96.396,39.163,96.441,39.163
wl3,9/23/18 17:15,96.388,23.484,96.41,39.05,96.419,38.938
wl3,9/23/18 17:20,96.388,23.484,96.373,38.938,96.431,38.826
wl3,9/23/18 17:25,96.388,23.484,96.404,38.826,96.428,38.714
wl3,9/23/18 17:30,96.406,23.484,96.384,38.714,96.441,38.602
wl3,9/23/18 17:35,96.388,23.484,96.398,38.602,96.434,38.379
wl3,9/23/18 17:40,96.386,23.388,96.392,38.379,96.431,38.268
wl3,9/23/18 17:45,96.386,23.388,96.389,38.268,96.427,38.157
wl3,9/23/18 17:50,96.386,23.388,96.387,38.157,96.424,38.046
wl3,9/23/18 17:55,96.386,23.388,96.4,38.046,96.421,37.935
wl3,9/23/18 18:00,96.368,23.388,96.398,37.935,96.434,37.824
wl3,9/23/18 18:05,96.368,23.388,96.395,37.824,96.414,37.714
wl3,9/23/18 18:10,96.386,23.388,96.409,37.714,96.427,37.604
wl3,9/23/18 18:15,96.403,23.388,96.389,37.604,96.424,37.494
wl3,9/23/18 18:20,96.365,23.292,96.386,37.494,96.421,37.384
wl3,9/23/18 18:25,96.348,23.292,96.383,37.384,96.417,37.274
wl3,9/23/18 18:30,96.383,23.292,96.397,37.274,96.411,37.055
wl3,9/23/18 18:35,96.383,23.292,96.394,37.165,96.427,37.055
wl3,9/23/18 18:40,96.365,23.292,96.374,37.055,96.42,36.837
wl3,9/23/18 18:45,96.365,23.292,96.388,36.946,96.42,36.837
wl3,9/23/18 18:50,96.383,23.292,96.385,36.837,96.401,36.728
wl3,9/23/18 18:55,96.363,23.196,96.382,36.728,96.414,36.62
wl3,9/23/18 19:00,96.38,23.196,96.379,36.62,96.411,36.511
wl3,9/23/18 19:05,96.38,23.196,96.393,36.511,96.408,36.403
wl3,9/23/18 19:10,96.363,23.196,96.39,36.403,96.421,36.295
wl3,9/23/18 19:15,96.36,23.1,96.387,36.295,96.417,36.187
wl3,9/23/18 19:20,96.36,23.1,96.404,36.295,96.43,36.079
wl3,9/23/18 19:25,96.378,23.1,96.401,36.187,96.427,35.971
wl3,9/23/18 19:30,96.378,23.1,96.415,36.079,96.424,35.864
wl3,9/23/18 19:35,96.378,23.1,96.412,35.971,96.44,35.864
wl3,9/23/18 19:40,96.393,23.004,96.426,35.864,96.437,35.756
wl3,9/23/18 19:45,96.393,23.004,96.423,35.756,96.434,35.649
wl3,9/23/18 19:50,96.393,23.004,96.423,35.756,96.43,35.542
wl3,9/23/18 19:55,96.393,23.004,96.437,35.649,96.443,35.435
wl3,9/23/18 20:00,96.41,23.004,96.434,35.542,96.44,35.328
wl3,9/23/18 20:05,96.41,23.004,96.448,35.435,96.456,35.328
wl3,9/23/18 20:10,96.408,22.908,96.445,35.328,96.453,35.222
wl3,9/23/18 20:15,96.408,22.908,96.445,35.328,96.45,35.115
wl3,9/23/18 20:20,96.408,22.908,96.476,35.222,96.463,35.009
wl3,9/23/18 20:25,96.425,22.908,96.473,35.115,96.494,35.009
wl3,9/23/18 20:30,96.443,22.908,96.473,35.115,96.475,34.903
wl3,9/23/18 20:35,96.443,22.908,96.47,35.009,96.472,34.796
wl3,9/23/18 20:40,96.425,22.908,96.467,34.903,96.469,34.691
wl3,9/23/18 20:45,96.44,22.812,96.467,34.903,96.469,34.691
wl3,9/23/18 20:50,96.423,22.812,96.464,34.796,96.482,34.585
wl3,9/23/18 20:55,96.44,22.812,96.464,34.796,96.479,34.479
wl3,9/23/18 21:00,96.423,22.812,96.461,34.691,96.479,34.479
wl3,9/23/18 21:05,96.44,22.812,96.461,34.691,96.476,34.374
wl3,9/23/18 21:10,96.44,22.812,96.459,34.585,96.476,34.374
wl3,9/23/18 21:15,96.44,22.812,96.475,34.585,96.473,34.268
wl3,9/23/18 21:20,96.44,22.812,96.472,34.479,96.486,34.163
wl3,9/23/18 21:25,96.44,22.812,96.472,34.479,96.486,34.163
wl3,9/23/18 21:30,96.44,22.812,96.47,34.374,96.483,34.058
wl3,9/23/18 21:35,96.458,22.812,96.486,34.374,96.483,34.058
wl3,9/23/18 21:40,96.44,22.812,96.483,34.268,96.496,33.953
wl3,9/23/18 21:45,96.44,22.812,96.483,34.268,96.496,33.953
wl3,9/23/18 21:50,96.458,22.812,96.481,34.163,96.477,33.848
wl3,9/23/18 21:55,96.44,22.812,96.481,34.163,96.477,33.848
wl3,9/23/18 22:00,96.458,22.812,96.494,34.058,96.49,33.743
wl3,9/23/18 22:05,96.458,22.812,96.494,34.058,96.503,33.639
wl3,9/23/18 22:10,96.476,22.812,96.494,34.058,96.503,33.639
wl3,9/23/18 22:15,96.455,22.717,96.491,33.953,96.503,33.639
wl3,9/23/18 22:20,96.473,22.717,96.491,33.953,96.515,33.535
wl3,9/23/18 22:25,96.491,22.717,96.505,33.848,96.5,33.535
wl3,9/23/18 22:30,96.473,22.717,96.502,33.743,96.512,33.43
wl3,9/23/18 22:35,96.473,22.717,96.5,33.639,96.525,33.326
wl3,9/23/18 22:40,96.491,22.717,96.516,33.639,96.525,33.326
wl3,9/23/18 22:45,96.491,22.717,96.5,33.639,96.525,33.326
wl3,9/23/18 22:50,96.473,22.717,96.513,33.535,96.522,33.222
wl3,9/23/18 22:55,96.491,22.717,96.513,33.535,96.506,33.222
wl3,9/23/18 23:00,96.491,22.717,96.527,33.43,96.519,33.118
wl3,9/23/18 23:05,96.491,22.717,96.524,33.326,96.532,33.014
wl3,9/23/18 23:10,96.491,22.717,96.524,33.326,96.532,33.014
wl3,9/23/18 23:15,96.491,22.717,96.522,33.222,96.513,32.911
wl3,9/23/18 23:20,96.491,22.717,96.522,33.222,96.513,32.911
wl3,9/23/18 23:25,96.491,22.717,96.519,33.118,96.51,32.807
wl3,9/23/18 23:30,96.491,22.717,96.535,33.118,96.526,32.807
wl3,9/23/18 23:35,96.491,22.717,96.533,33.014,96.539,32.704
wl3,9/23/18 23:40,96.491,22.717,96.549,33.014,96.539,32.704
wl3,9/23/18 23:45,96.491,22.717,96.53,32.911,96.52,32.6
wl3,9/23/18 23:50,96.508,22.717,96.546,32.911,96.536,32.6
wl3,9/23/18 23:55,96.508,22.717,96.543,32.807,96.549,32.497
wl3,9/24/18 0:00,96.508,22.717,96.56,32.807,96.565,32.497
wl3,9/24/18 0:05,96.526,22.717,96.56,32.807,96.565,32.497
wl3,9/24/18 0:10,96.526,22.717,96.56,32.807,96.565,32.497
wl3,9/24/18 0:15,96.526,22.717,96.56,32.807,96.581,32.497
wl3,9/24/18 0:20,96.526,22.717,96.56,32.807,96.562,32.394
wl3,9/24/18 0:25,96.526,22.717,96.56,32.807,96.562,32.394
wl3,9/24/18 0:30,96.506,22.621,96.541,32.704,96.559,32.291
wl3,9/24/18 0:35,96.523,22.621,96.557,32.704,96.559,32.291
wl3,9/24/18 0:40,96.541,22.621,96.588,32.6,96.591,32.291
wl3,9/24/18 0:45,96.523,22.621,96.571,32.6,96.588,32.188
wl3,9/24/18 0:50,96.541,22.621,96.557,32.704,96.575,32.291
wl3,9/24/18 0:55,96.523,22.621,96.574,32.704,96.575,32.291
wl3,9/24/18 1:00,96.523,22.621,96.557,32.704,96.572,32.188
wl3,9/24/18 1:05,96.523,22.621,96.588,32.6,96.556,32.188
wl3,9/24/18 1:10,96.523,22.621,96.571,32.6,96.572,32.188
wl3,9/24/18 1:15,96.541,22.621,96.574,32.704,96.575,32.291
wl3,9/24/18 1:20,96.523,22.621,96.546,32.911,96.565,32.497
wl3,9/24/18 1:25,96.523,22.621,96.549,33.014,96.568,32.6
wl3,9/24/18 1:30,96.523,22.621,96.566,33.014,96.571,32.704
wl3,9/24/18 1:35,96.523,22.621,96.569,33.118,96.574,32.807
wl3,9/24/18 1:40,96.541,22.621,96.575,33.326,96.577,32.911
wl3,9/24/18 1:45,96.523,22.621,96.561,33.43,96.583,33.118
wl3,9/24/18 1:50,96.541,22.621,96.567,33.639,96.586,33.222
wl3,9/24/18 1:55,96.559,22.621,96.587,33.743,96.592,33.43
wl3,9/24/18 2:00,96.559,22.621,96.573,33.848,96.579,33.535
wl3,9/24/18 2:05,96.521,22.525,96.578,34.058,96.601,33.743
wl3,9/24/18 2:10,96.538,22.525,96.578,34.058,96.588,33.848
wl3,9/24/18 2:15,96.538,22.525,96.581,34.163,96.588,33.848
wl3,9/24/18 2:20,96.538,22.525,96.584,34.268,96.591,33.953
wl3,9/24/18 2:25,96.556,22.525,96.601,34.268,96.607,33.953
wl3,9/24/18 2:30,96.556,22.525,96.601,34.268,96.607,33.953
wl3,9/24/18 2:35,96.556,22.525,96.598,34.163,96.62,33.848
wl3,9/24/18 2:40,96.556,22.525,96.606,33.848,96.614,33.639
wl3,9/24/18 2:45,96.574,22.525,96.603,33.743,96.608,33.43
wl3,9/24/18 2:50,96.574,22.525,96.6,33.639,96.605,33.326
wl3,9/24/18 2:55,96.556,22.525,96.6,33.639,96.589,33.326
wl3,9/24/18 3:00,96.574,22.525,96.584,33.639,96.589,33.326
wl3,9/24/18 3:05,96.556,22.525,96.587,33.743,96.608,33.43
wl3,9/24/18 3:10,96.574,22.525,96.606,33.848,96.608,33.43
wl3,9/24/18 3:15,96.556,22.525,96.603,33.743,96.605,33.326
wl3,9/24/18 3:20,96.571,22.429,96.611,33.43,96.612,33.014
wl3,9/24/18 3:25,96.589,22.429,96.622,33.222,96.622,32.807
wl3,9/24/18 3:30,96.589,22.429,96.633,33.014,96.616,32.6
wl3,9/24/18 3:35,96.589,22.429,96.644,32.807,96.626,32.394
wl3,9/24/18 3:40,96.571,22.429,96.625,32.704,96.623,32.291
wl3,9/24/18 3:45,96.571,22.429,96.622,32.6,96.62,32.188
wl3,9/24/18 3:50,96.589,22.429,96.608,32.704,96.62,32.188
wl3,9/24/18 3:55,96.571,22.429,96.628,32.807,96.607,32.291
wl3,9/24/18 4:00,96.589,22.429,96.614,32.911,96.61,32.394
wl3,9/24/18 4:05,96.589,22.429,96.619,33.118,96.616,32.6
wl3,9/24/18 4:10,96.589,22.429,96.639,33.222,96.619,32.704
wl3,9/24/18 4:15,96.589,22.429,96.642,33.326,96.625,32.911
wl3,9/24/18 4:20,96.589,22.429,96.645,33.43,96.625,32.911
wl3,9/24/18 4:25,96.589,22.429,96.645,33.43,96.641,32.911
wl3,9/24/18 4:30,96.607,22.429,96.628,33.43,96.641,32.911
wl3,9/24/18 4:35,96.607,22.429,96.631,33.535,96.641,32.911
wl3,9/24/18 4:40,96.607,22.429,96.631,33.535,96.641,32.911
wl3,9/24/18 4:45,96.607,22.429,96.645,33.43,96.656,32.911
wl3,9/24/18 4:50,96.627,22.525,96.642,33.326,96.65,32.704
wl3,9/24/18 4:55,96.607,22.429,96.642,33.326,96.635,32.704
wl3,9/24/18 5:00,96.607,22.429,96.625,33.326,96.619,32.704
wl3,9/24/18 5:05,96.607,22.429,96.645,33.43,96.638,32.807
wl3,9/24/18 5:10,96.607,22.429,96.645,33.43,96.669,32.807
wl3,9/24/18 5:15,96.607,22.429,96.645,33.43,96.653,32.807
wl3,9/24/18 5:20,96.607,22.429,96.642,33.326,96.666,32.704
wl3,9/24/18 5:25,96.624,22.429,96.653,33.118,96.66,32.497
wl3,9/24/18 5:30,96.624,22.429,96.65,33.014,96.658,32.394
wl3,9/24/18 5:35,96.624,22.429,96.661,32.807,96.668,32.188
wl3,9/24/18 5:40,96.624,22.429,96.658,32.704,96.665,32.086
wl3,9/24/18 5:45,96.624,22.429,96.655,32.6,96.662,31.983
wl3,9/24/18 5:50,96.624,22.429,96.675,32.704,96.665,32.086
wl3,9/24/18 5:55,96.642,22.429,96.675,32.704,96.662,31.983
wl3,9/24/18 6:00,96.66,22.429,96.678,32.807,96.662,31.983
wl3,9/24/18 6:05,96.66,22.429,96.695,32.807,96.696,32.086
wl3,9/24/18 6:10,96.66,22.429,96.698,32.911,96.699,32.188
wl3,9/24/18 6:15,96.66,22.429,96.698,32.911,96.699,32.188
wl3,9/24/18 6:20,96.695,22.429,96.701,33.014,96.718,32.291
wl3,9/24/18 6:25,96.677,22.429,96.701,33.014,96.702,32.291
wl3,9/24/18 6:30,96.677,22.429,96.717,33.014,96.702,32.291
wl3,9/24/18 6:35,96.695,22.429,96.731,32.911,96.718,32.291
wl3,9/24/18 6:40,96.695,22.429,96.717,33.014,96.734,32.291
wl3,9/24/18 6:45,96.695,22.429,96.734,33.014,96.721,32.394
wl3,9/24/18 6:50,96.695,22.429,96.72,33.118,96.727,32.6
wl3,9/24/18 6:55,96.692,22.333,96.74,33.222,96.73,32.704
wl3,9/24/18 7:00,96.71,22.333,96.74,33.222,96.746,32.704
wl3,9/24/18 7:05,96.71,22.333,96.74,33.222,96.746,32.704
wl3,9/24/18 7:10,96.728,22.333,96.757,33.222,96.762,32.704
wl3,9/24/18 7:15,96.728,22.333,96.757,33.222,96.765,32.807
wl3,9/24/18 7:20,96.728,22.333,96.774,33.222,96.762,32.704
wl3,9/24/18 7:25,96.745,22.333,96.768,33.014,96.775,32.6
wl3,9/24/18 7:30,96.745,22.333,96.782,32.911,96.791,32.6
wl3,9/24/18 7:35,96.745,22.333,96.765,32.911,96.788,32.497
wl3,9/24/18 7:40,96.745,22.333,96.782,32.911,96.788,32.497
wl3,9/24/18 7:45,96.781,22.333,96.796,32.807,96.801,32.394
wl3,9/24/18 7:50,96.763,22.333,96.796,32.807,96.798,32.291
wl3,9/24/18 7:55,96.745,22.333,96.807,32.6,96.795,32.188
wl3,9/24/18 8:00,96.763,22.333,96.801,32.394,96.821,31.983
wl3,9/24/18 8:05,96.763,22.333,96.812,32.188,96.815,31.778
wl3,9/24/18 8:10,96.763,22.333,96.809,32.086,96.828,31.676
wl3,9/24/18 8:15,96.763,22.333,96.806,31.983,96.809,31.574
wl3,9/24/18 8:20,96.781,22.333,96.806,31.983,96.809,31.574
wl3,9/24/18 8:25,96.781,22.333,96.806,31.983,96.809,31.574
wl3,9/24/18 8:30,96.781,22.333,96.826,32.086,96.812,31.676
wl3,9/24/18 8:35,96.781,22.333,96.812,32.188,96.818,31.88
wl3,9/24/18 8:40,96.766,22.429,96.815,32.291,96.818,31.88
wl3,9/24/18 8:45,96.784,22.429,96.815,32.291,96.818,31.88
wl3,9/24/18 8:50,96.766,22.429,96.812,32.188,96.802,31.88
wl3,9/24/18 8:55,96.786,22.525,96.828,32.188,96.833,31.88
wl3,9/24/18 9:00,96.786,22.525,96.828,32.188,96.818,31.88
wl3,9/24/18 9:05,96.789,22.621,96.828,32.188,96.815,31.778
wl3,9/24/18 9:10,96.807,22.621,96.828,32.188,96.799,31.778
wl3,9/24/18 9:15,96.807,22.621,96.812,32.188,96.815,31.778
wl3,9/24/18 9:20,96.809,22.717,96.828,32.188,96.833,31.88
wl3,9/24/18 9:25,96.792,22.717,96.815,32.291,96.852,31.983
wl3,9/24/18 9:30,96.794,22.812,96.817,32.394,96.823,32.086
wl3,9/24/18 9:35,96.794,22.812,96.837,32.497,96.842,32.188
wl3,9/24/18 9:40,96.815,22.908,96.823,32.6,96.829,32.291
wl3,9/24/18 9:45,96.797,22.908,96.826,32.704,96.832,32.394
wl3,9/24/18 9:50,96.8,23.004,96.812,32.807,96.816,32.394
wl3,9/24/18 9:55,96.8,23.004,96.812,32.807,96.835,32.497
wl3,9/24/18 10:00,96.782,23.004,96.815,32.911,96.822,32.6
wl3,9/24/18 10:05,96.802,23.1,96.801,33.014,96.825,32.704
wl3,9/24/18 10:10,96.802,23.1,96.821,33.118,96.812,32.807
wl3,9/24/18 10:15,96.767,23.1,96.804,33.118,96.812,32.807
wl3,9/24/18 10:20,96.787,23.196,96.807,33.222,96.799,32.911
wl3,9/24/18 10:25,96.787,23.196,96.79,33.222,96.818,33.014
wl3,9/24/18 10:30,96.77,23.196,96.793,33.326,96.802,33.014
wl3,9/24/18 10:35,96.772,23.292,96.793,33.326,96.805,33.118
wl3,9/24/18 10:40,96.772,23.292,96.796,33.43,96.805,33.118
wl3,9/24/18 10:45,96.79,23.292,96.78,33.43,96.808,33.222
